factor_name,bucket,stock_count,trade_count,avg_forward_return_1d,avg_forward_return_5d,avg_forward_return_20d,win_rate_1d,win_rate_5d,win_rate_20d,avg_return_pct,median_return_pct,total_realized_pnl_after_cost,avg_realized_pnl_after_cost,max_loss_pct,max_gain_pct,benchmark_return_1d,benchmark_return_5d,benchmark_return_20d,alpha_1d,alpha_5d,alpha_20d,conclusion,data_quality_warning,notes
confidence_score,HIGH,19,1,,,,,,,0.094779,0.094779,9477.42,9477.42,0.094779,0.094779,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
confidence_score,MID,3,2,,,,,,,0.065083,0.065083,10799.93,5399.965,0.00719,0.122975,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
confidence_score,MISSING,24,24,,,,,,,-0.005117,-0.068242,-28457.99,-1185.749583,-0.151029,0.208411,0.023629,-0.020011,0.072784,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
liquidity_score,HIGH,16,1,,,,,,,0.094779,0.094779,9477.42,9477.42,0.094779,0.094779,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
liquidity_score,MID,6,2,,,,,,,0.065083,0.065083,10799.93,5399.965,0.00719,0.122975,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
liquidity_score,MISSING,24,24,,,,,,,-0.005117,-0.068242,-28457.99,-1185.749583,-0.151029,0.208411,0.023629,-0.020011,0.072784,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
sector_strength_score,HIGH,20,1,,,,,,,0.094779,0.094779,9477.42,9477.42,0.094779,0.094779,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
sector_strength_score,MID,2,2,,,,,,,0.065083,0.065083,10799.93,5399.965,0.00719,0.122975,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
sector_strength_score,MISSING,24,24,,,,,,,-0.005117,-0.068242,-28457.99,-1185.749583,-0.151029,0.208411,0.023629,-0.020011,0.072784,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
fundamental_score,HIGH,13,0,,,,,,,,,,,,,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
fundamental_score,LOW,1,0,,,,,,,,,,,,,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
fundamental_score,MID,6,1,,,,,,,0.094779,0.094779,9477.42,9477.42,0.094779,0.094779,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
fundamental_score,MISSING,26,26,,,,,,,0.000283,-0.05995,-17658.06,-679.156154,-0.151029,0.208411,0.023629,-0.020011,0.072784,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
valuation_score,HIGH,5,0,,,,,,,,,,,,,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
valuation_score,LOW,9,1,,,,,,,0.094779,0.094779,9477.42,9477.42,0.094779,0.094779,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
valuation_score,MID,6,0,,,,,,,,,,,,,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
valuation_score,MISSING,26,26,,,,,,,0.000283,-0.05995,-17658.06,-679.156154,-0.151029,0.208411,0.023629,-0.020011,0.072784,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
financial_score,LOW,2,0,,,,,,,,,,,,,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
financial_score,MID,18,1,,,,,,,0.094779,0.094779,9477.42,9477.42,0.094779,0.094779,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
financial_score,MISSING,26,26,,,,,,,0.000283,-0.05995,-17658.06,-679.156154,-0.151029,0.208411,0.023629,-0.020011,0.072784,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
institutional_score,MID,20,1,,,,,,,0.094779,0.094779,9477.42,9477.42,0.094779,0.094779,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
institutional_score,MISSING,26,26,,,,,,,0.000283,-0.05995,-17658.06,-679.156154,-0.151029,0.208411,0.023629,-0.020011,0.072784,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
event_risk_score,LOW,6,0,,,,,,,,,,,,,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
event_risk_score,MID,14,1,,,,,,,0.094779,0.094779,9477.42,9477.42,0.094779,0.094779,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
event_risk_score,MISSING,26,26,,,,,,,0.000283,-0.05995,-17658.06,-679.156154,-0.151029,0.208411,0.023629,-0.020011,0.072784,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
market_regime_score,MID,46,27,,,,,,,0.003783,-0.052326,-8180.64,-302.986667,-0.151029,0.208411,0.023629,-0.020011,0.072784,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
holding_days,HIGH,9,9,,,,,,,0.049053,0.052803,13819.85,1535.538889,-0.095716,0.196795,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
holding_days,LOW,9,9,,,,,,,-0.09221,-0.087487,-72060.18,-8006.686667,-0.151029,-0.052326,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
holding_days,MID,9,9,,,,,,,0.054505,0.0826,50059.69,5562.187778,-0.142248,0.208411,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
holding_days,MISSING,19,0,,,,,,,,,,,,,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
candidate_grade,-,2,2,,,,,,,0.065083,0.065083,10799.93,5399.965,0.00719,0.122975,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
candidate_grade,B,4,0,,,,,,,,,,,,,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
candidate_grade,C,1,0,,,,,,,,,,,,,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
candidate_grade,D,15,1,,,,,,,0.094779,0.094779,9477.42,9477.42,0.094779,0.094779,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
candidate_grade,MISSING,24,24,,,,,,,-0.005117,-0.068242,-28457.99,-1185.749583,-0.151029,0.208411,0.023629,-0.020011,0.072784,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
risk_pass,0,15,1,,,,,,,0.094779,0.094779,9477.42,9477.42,0.094779,0.094779,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
risk_pass,MISSING,26,26,,,,,,,0.000283,-0.05995,-17658.06,-679.156154,-0.151029,0.208411,0.023629,-0.020011,0.072784,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
risk_pass,True,5,0,,,,,,,,,,,,,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
decision_action,MISSING,24,24,,,,,,,-0.005117,-0.068242,-28457.99,-1185.749583,-0.151029,0.208411,0.023629,-0.020011,0.072784,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
decision_action,no_action,14,0,,,,,,,,,,,,,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
decision_action,observe_only,5,0,,,,,,,,,,,,,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
decision_action,reduce_risk,2,2,,,,,,,0.108877,0.108877,20277.35,10138.675,0.094779,0.122975,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
decision_action,review_holding,1,1,,,,,,,0.00719,0.00719,0.0,0.0,0.00719,0.00719,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
event_risk_level,HIGH,1,0,,,,,,,,,,,,,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
event_risk_level,MEDIUM,5,0,,,,,,,,,,,,,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
event_risk_level,MISSING,24,24,,,,,,,-0.005117,-0.068242,-28457.99,-1185.749583,-0.151029,0.208411,0.023629,-0.020011,0.072784,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
event_risk_level,NONE,16,3,,,,,,,0.074981,0.094779,20277.35,6759.116667,0.00719,0.122975,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
是否注意股 / 處置股,正常,41,27,,,,,,,0.003783,-0.052326,-8180.64,-302.986667,-0.151029,0.208411,0.023629,-0.020011,0.072784,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
是否注意股 / 處置股,注意股,5,0,,,,,,,,,,,,,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
entry_price_source,MISSING,25,6,,,,,,,0.024085,0.019748,14443.27,2407.211667,-0.098321,0.147689,0.023629,-0.020011,0.072784,,,,DATA_INSUFFICIENT,DATA_INSUFFICIENT,trade_count < 20，不可作為正式調參依據；DATA_INSUFFICIENT
entry_price_source,OPEN,21,21,,,,,,,-0.002018,-0.052326,-22623.91,-1077.329048,-0.151029,0.208411,0.023629,-0.020011,0.072784,,,,僅供觀察,,trade_count < 50，僅供觀察；OBSERVATION_ONLY
